曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,振付リンク3,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
むてきのおうさま,https://youtu.be/_XI9MzrcHC4?si=agp7978AKLVS4LJi,https://youtu.be/_XI9MzrcHC4?si=agp7978AKLVS4LJi,,TRUE,,,2026/04/02,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：甲斐田晴,作曲：弦月藤士郎,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://accelnotes.lnk.to/valz_mutekinoosama,FALSE,,,,,https://youtube.com/shorts/zSh4oaAoUQk?si=7HxJYMNlT9NYBmbj,,,,元気 明るい,122,,,,,,,37.5,25,,5,,,,17.5,,,,5,,,10,,6,2,37.5,16.66666667,100,
茜色の歌,https://youtu.be/4nkUJdYrxXc?si=I0GtvsZUuB7hgcEE,,,FALSE,,,2026/04/05,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/tV5TT3ZA,FALSE,,,,,,,,,"立場や環境で役割が増えると、色々な事に腰が重くなってしまう
上手くこなせているのに、何かが引っかかってしまう
子どもの頃はきっとそうじゃなかった
どんなに大人になっても、あなたはあなたで良い
そんな曲です",170,5,5,,10,,,,,,,30,,,,,,,,15,10,25,,7,2,30,14.28571429,100,
CRACKS,https://youtu.be/_s2nsyHrblQ?si=PQyWqj9QJhuIxUP5,https://youtu.be/_s2nsyHrblQ?si=PQyWqj9QJhuIxUP5,,TRUE,,,2026/04/15,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/PD5gUs1q?lang=ja,FALSE,,,,,,,,「天気雨」をモチーフにした楽曲。,,189,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
STORM,https://youtu.be/fsKM1jS2O0Q?si=8J9kBNnCmUnksx1N,,,FALSE,,,2026/04/15,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/PD5gUs1q?lang=ja,FALSE,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
アイスブレイクブレイカー,https://youtu.be/fsKM1jS2O0Q?si=8J9kBNnCmUnksx1N,,,FALSE,,,2026/04/15,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/PD5gUs1q?lang=ja,TRUE,,,,,,,,「雹」をモチーフにした楽曲。,,180,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Rainy Days,https://youtu.be/fsKM1jS2O0Q?si=8J9kBNnCmUnksx1N,,,FALSE,,,2026/04/15,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/PD5gUs1q?lang=ja,FALSE,,,,,,,,「雨」をモチーフにした楽曲。,,240,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
雪の降る日に,https://youtu.be/fsKM1jS2O0Q?si=8J9kBNnCmUnksx1N,,,FALSE,,,2026/04/15,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/PD5gUs1q?lang=ja,FALSE,,,,,,,,「雪」をモチーフにした楽曲。,,80,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
にじさんじ体操第一,https://youtu.be/dPsUwd0Ad90?si=vvxg9yakHnWByFk5,https://youtu.be/dPsUwd0Ad90?si=vvxg9yakHnWByFk5,,TRUE,,,2026/04/27,,月ノ美兎、不破湊,おともだち：宇志海いちご、雲母たまこ,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,,,,,FALSE,FALSE,FALSE,TRUE,https://nijisanjirecords.lnk.to/nijisanji_calisthenics_no1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
FLIPPER,https://youtu.be/sJEspe_pG18?si=5YxYh8PzI1-7LVJl,https://youtu.be/sJEspe_pG18?si=5YxYh8PzI1-7LVJl,,TRUE,,,2026/04/30,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://rof-mao.lnk.to/flipperID,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
The Hearties,https://youtu.be/SYoB6BLSCNA?si=OlFqBdDhNnrWMJ-B,https://youtu.be/SYoB6BLSCNA?si=OlFqBdDhNnrWMJ-B,,TRUE,,,2026/05/01,MECHATU-A,佐伯イッテツ、赤城ウェン、宇佐美リト、緋八マナ、星導ショウ、叢雲カゲツ、小柳ロウ、伊波ライ,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,TRUE,TRUE,https://accelnotes.lnk.to/mechatu-a_thehearties,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
怪談,https://youtu.be/fEmdR9C8qok?si=5SzCO_L4BEl_dEgQ,https://youtu.be/fEmdR9C8qok?si=5SzCO_L4BEl_dEgQ,,TRUE,,,2026/05/02,,長尾景,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,原案：長尾景,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/SmNV6nAx,FALSE,,,,,,,,,,,,,10,11,,,,,,,,,,9,22.5,,,19.25,,,,28.25,6,1,28.25,16.66666667,100,
貪欲を患う,https://youtu.be/-e8Bj9l-G3w?si=l_jGrNiv0TUcC7W7,https://youtu.be/-e8Bj9l-G3w?si=l_jGrNiv0TUcC7W7,,TRUE,,,2026/05/02,,夢追翔,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：夢追翔,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/mHpV4N4c,FALSE,,,,,,,,,,,,,,,,,,,10,,,10,,,30,30,,10,,,10,,6,2,30,16.66666667,100,
Trial and Error,https://youtu.be/ROwoqiMfJV0?si=m-iQuRBhyzlDNScv,https://youtu.be/ROwoqiMfJV0?si=m-iQuRBhyzlDNScv,,TRUE,,,2021/07/02,,静凛、東堂コハク,,,女性ユニット,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Trial and Error (Japanese Ver.) feat. 静凛,https://youtu.be/xrEIa4X9T-g?si=mqyLz7BwaPot50_O,,,FALSE,,,2021/07/09,,静凛,,,女性ソロ,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Trial and Error (Japanese Ver.) feat. 東堂コハク,https://youtu.be/lMzQfxWFxz8?si=0b1gtlrfH5avS6eT,,,FALSE,,,2021/07/09,,東堂コハク,,,女性ソロ,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Trial and Error (English Ver.) feat. Elira Pendora,https://youtu.be/5XxnseNbWVA?si=uz80iexi8G3aQtKY,,,FALSE,,,2021/07/09,,Elira Pendora,,,女性ソロ,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Trial and Error (Indonesian Ver.) feat. Nara Haramaung,https://youtu.be/rf_sshJTcIw?si=SoLyIZ3dc2g6UaGj,,,FALSE,,,2021/07/09,,ナラ・ハラマウン,,,女性ソロ,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Trial and Error (Korean Ver.) feat. Chae Ara,https://youtu.be/EfgOeqNHxPs?si=QdJJNoPQF8B3TVTX,,,FALSE,,,2021/07/09,,チェ・アラ,,,女性ソロ,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Trial and Error (Chinese Ver.) feat. Eine,https://youtu.be/NhYB4TGm0mA?si=ZhTv91FL0Aav9Zv8,,,FALSE,,,2021/07/09,,艾因（Eine）,,,女性ソロ,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://nex-tone.link/A00088843,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
レイオブライト,https://youtu.be/Ulwa_tGMFTs?si=OpfYTyS88G-OpKwn,https://youtu.be/Ulwa_tGMFTs?si=OpfYTyS88G-OpKwn,,TRUE,,,2025/04/18,,伊波ライ,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,TRUE,FALSE,TRUE,https://linkco.re/MfGt3ZBV,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
クロウル,https://youtu.be/ah30Cz45aEQ?si=zrPnhPkqh8T0T3cA,https://youtu.be/ah30Cz45aEQ?si=zrPnhPkqh8T0T3cA,,TRUE,,,2025/10/23,,伊波ライ,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/9TzB6NPv,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Arc goes oN,https://youtu.be/hHq_laIG66Y?si=cwuEviDbtmSUfQP4,https://youtu.be/hHq_laIG66Y?si=cwuEviDbtmSUfQP4,,TRUE,,,2025/02/03,,月ノ美兎、樋口楓、剣持刀也、春崎エアル、椎名唯華、三枝明那、アンジュ・カトリーナ、ラトナ・プティ、ハナ・マキア、魔使マオ、不破湊、ミン・スゥーハ、ガオン、ライラ・アルストロエメリア、セフィナ、ローレン・イロアス、ハ・ユン、ナ・セラ、伊波ライ、珠乃井ナナ、榊ネス、Elira Pendora、Petra Gurin、Millie Parfait、Ike Eveland、Sonny Brisko、Aia Amare、Ren Zotto,,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/arcgoeson,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Arc goes oN,https://youtu.be/0T03RM5954g?si=zM-_G10YJPuFYw36,,,FALSE,,,2025/02/26,,"月ノ美兎、ハナ・マキア、魔使マオ、不破湊、ハ・ユン、伊波ライ、珠乃井ナナ",,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/arcgoeson,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Arc goes oN,https://youtu.be/Cyi_aK0yvJ8?si=hYAlMtiG-mrF6HYo,,,FALSE,,,2025/02/26,,樋口楓、椎名唯華、三枝明那、ミン・スゥーハ、ガオン、ローレン・イロアス、ナ・セラ,,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/arcgoeson,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Arc goes oN,https://youtu.be/4RkKji64v2c?si=4LplNPfBriCIev2d,,,FALSE,,,2025/02/26,,剣持刀也、春崎エアル、アンジュ・カトリーナ、ラトナ・プティ、ライラ・アルストロエメリア、セフィナ、榊ネス,,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/arcgoeson,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Arc goes oN,https://youtu.be/grvyFmb2Sgg?si=18y0x_ottA5UnzdV,,,FALSE,,,2025/02/26,,Elira Pendora、Petra Gurin、Millie Parfait、Ike Eveland、Sonny Brisko、Aia Amare、Ren Zotto,,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/arcgoeson,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
サイゲツラップ(TRACK/Prod.Heel Hold),https://youtu.be/aNujyGpWgJ0?si=_9G1IJoaQ-Rz-PsP,,,FALSE,,,2023/08/19,,叢雲カゲツ、佐伯イッテツ,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,ラップ：叢雲カゲツ,MIX：伊波ライ,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
にじさんじフェス校歌ーNIJIFes. School Song,https://youtu.be/4TGtOr1yFLs?si=DT437HLV3fB6376I,https://youtu.be/4TGtOr1yFLs?si=DT437HLV3fB6376I,,TRUE,,,2025/02/16,ふみのとふみ,文野環、フミ,特別出演：ギルザレンⅢ世、宇佐美リト,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：ふみのとふみ（文野環、フミ）,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://nex-tone.link/A00178214,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
レッスン,https://youtu.be/gk1q4Or5PKM?si=-M6dZxG3TzWUnbmW,https://youtu.be/gk1q4Or5PKM?si=-M6dZxG3TzWUnbmW,,TRUE,,,2022/06/24,世怜音女学院演劇同好会,北小路ヒスイ、朝日南アカネ、東堂コハク、西園チグサ、周央サンゴ,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Fam☆Fam☆Time!,https://youtu.be/RfLg_gcLVv4?si=MB6xf7Ke1MoLr1zl,https://youtu.be/RfLg_gcLVv4?si=MB6xf7Ke1MoLr1zl,,TRUE,https://youtu.be/EQ74sF2fUlY?si=4_Mui73j4hqyOuSY,,2019/09/21,ド葛本社,ドーラ、葛葉、本間ひまわり、社築,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/vYcZ4u5E?lang=ja,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ヨツバフォエバ,https://youtu.be/Ih7Koilcl7k?si=VOWWSyXPk6xjtm84,https://youtu.be/Ih7Koilcl7k?si=VOWWSyXPk6xjtm84,,TRUE,,,2021/02/27,ド葛本社,ドーラ、葛葉、本間ひまわり、社築,,,男女混合,FALSE,FALSE,FALSE,TRUE,一部イラスト：ドーラ,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/mU20zsAb,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
BlackFlagBreaker!!,https://youtu.be/gWfbBBkHHKE?si=G0ewGIcE1Bh_sMJ8,https://youtu.be/gWfbBBkHHKE?si=G0ewGIcE1Bh_sMJ8,,TRUE,,,2022/06/05,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/XnA2qmN0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Wonder NeverLand（by SEEDs1期生）,https://youtu.be/SoCaJiMyFXg?si=0tV8MkPwxwpbJ-0O,https://youtu.be/SoCaJiMyFXg?si=0tV8MkPwxwpbJ-0O,,FALSE,,,2022/06/11,SEEDs1期生,安土桃、卯月コウ、シスター・クレア、鈴木勝、ドーラ、轟京子、花畑チャイカ、社築、緑仙,,,男女混合,FALSE,TRUE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ゲーム・ボーイ・アワー,https://youtu.be/IpAIsmRDZd4?si=V7NF1_MQ3_mRgjy2,https://youtu.be/IpAIsmRDZd4?si=V7NF1_MQ3_mRgjy2,,TRUE,,,2023/06/15,,社築,コーラス：緑仙、花畑チャイカ、加賀美ハヤト、フレン・E・ルスタリオ、リゼ・ヘルエスタ、戌亥とこ、シェリン・バーガンディ、笹木咲,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,FALSE,FALSE,TRUE,https://linkco.re/H9qXBNYB,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
day to day,https://youtu.be/JKzVh2nmPyU?si=AUYkwiL4iid6YVbH,,,FALSE,,,2024/02/07,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
overcome,https://youtu.be/Rgx1-ihcwLE?si=Kr40ENxmgbKRok7k,,,FALSE,,,2024/02/07,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linktr.ee/nijisanji_music,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
DISK-TOP-FANTASY!,https://youtu.be/zkZTNp6PdWo?si=gsoDR7GJx6F6vVpJ,https://youtu.be/zkZTNp6PdWo?si=gsoDR7GJx6F6vVpJ,,TRUE,,,2025/11/28,,社築,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Riot in the System feat. 社築,https://youtu.be/zTJMKh5XVz8?si=7zhapet_km8OMGOa,https://youtu.be/zTJMKh5XVz8?si=7zhapet_km8OMGOa,,TRUE,,,2026/04/10,,社築,,,男性ソロ,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/reNF4TF7,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Happy... Good day! (feat. ド葛本社),https://youtu.be/ArcQwJ49X1A?si=Xcl26DdYj3tz74dc,,,FALSE,,,2021/01/04,ド葛本社,ドーラ、葛葉、本間ひまわり、社築,,,男女混合,TRUE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/5NxuxBCD,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
くっきんどりーみんらんど,https://youtu.be/v5ebL2NFJU0?si=J8B8OaLaVskSZA_Z,https://youtu.be/v5ebL2NFJU0?si=J8B8OaLaVskSZA_Z,,TRUE,,,2024/08/16,Speciale,七瀬すず菜、早乙女ベリー、雲母たまこ、酒寄颯馬、渚トラウト,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nex-tone.link/A00161255,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
はっぴーでぃっぷまじっく！！,https://youtu.be/C0i5BG7rBnU?si=X0Fu6sWvngvCaK4L,https://youtu.be/C0i5BG7rBnU?si=X0Fu6sWvngvCaK4L,,TRUE,,,2025/08/13,Speciale,七瀬すず菜、早乙女ベリー、雲母たまこ、酒寄颯馬、渚トラウト,,,男女混合,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://nijisanjirecords.lnk.to/speciale_happydipmagic,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ミルクティー,https://youtu.be/uqQLrla5pDI?si=qPCvfEcsqDa2UBaW,https://youtu.be/uqQLrla5pDI?si=qPCvfEcsqDa2UBaW,,TRUE,,,2019/02/15,,あくまのゴート、朝霞しお、飛鳥ひな、家庭用ロボアイゼン、黒井しば、さくらみこ、ジョー・力一、白上フブキ、白鷺ネクロ、でびでび・でびる、夏色まつり、ぴろぱる、町田ちま、皆守ひいろ、夢追翔、レンチ,,,男女混合,TRUE,FALSE,FALSE,TRUE,イラスト・ムービー：黒井しば,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
サブリミナル・シンクロニシティ,https://youtu.be/c5qCvSOB2Fg?si=fQ9L19U0FpdnFE86,,https://youtu.be/ZEhu4NVh2xs?si=6CAAiJCwoT5nEH_w,FALSE,,,2019/11/27,グリーンルージュ,花畑チャイカ、ジョー・力一,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Dive with me!!!,https://youtu.be/N7UYzIQp_8I?si=zYfvkxNiePF2ZPhA,,https://youtu.be/X15KQNrxEmU?si=DZoTGdDF3KvNqCNv,FALSE,,,2019/11/27,JK組,月ノ美兎、静凛、樋口楓,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：JK組、岩倉みなみ,アルバム：にじさんじMusic MIX UP!!,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
I’m gonna be OK,https://youtu.be/JqwoZOnxalk?si=yjkTA-ME14uuLedB,,https://youtu.be/b1L3wxlNofk?si=ZGcBcc9-7QxLWxjx,FALSE,,,2019/11/27,咎ノワール,伏見ガク、剣持刀也、葛葉、叶,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
メラメラハート,https://youtu.be/1XM1bSDefkM?si=FuYeqPlfdJgdRRwo,,https://youtu.be/DiilkpDMQjo?si=kzjyh67PLYkbD753,FALSE,,,2019/11/27,NZMN,春崎エアル、夢追翔、成瀬鳴、卯月コウ,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
愛の存在証明,https://youtu.be/si925F8W-kY?si=VP9RVVwgKrfqqijx,,https://youtu.be/H9ePwGtIUGY?si=lcQhNzLoIAXfcgL8,FALSE,,,2019/11/27,ERRors,える、夕陽リリ、緑仙,,,"女性ユニット, 男女混合",FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
秘密の放課後～貴方は染まらずにいられるか～,https://youtu.be/_RVM0ilPYBQ?si=lKwyx352ZUpjSqrV,,https://youtu.be/foAaOj9iAmA?si=wFiz3Cip5wqT_kcW,FALSE,,,2019/11/27,BGクラブ,鈴鹿詩子、森中花咲、モイラ,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：BGクラブ、宇田川翔,アルバム：にじさんじMusic MIX UP!!,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
pure♡paletワンダーランド,https://youtu.be/Pq182Y5n2-g?si=nqRtCdKwSSaat2HE,,https://youtu.be/tForIbkh0IM?si=ixOJnI0NPerejxEX,FALSE,,,2019/11/27,pure♡palet,物述有栖、シスター・クレア,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Buzz!!りムーヴメント,https://youtu.be/XuuAIAkJFF0?si=jnQKDjav6HibF0VS,,https://youtu.be/djFVFUPPn78?si=WtGPZKxsz7a3SXSH,FALSE,,,2019/11/27,usus,本間ひまわり、ドーラ,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
純情色めく焔は揺れて,https://youtu.be/eYMgkeDwnmI?si=zpoZKlxayW6tyfqS,,https://youtu.be/-rTZrusaW8s?si=UuY1iROB2-T6XG0V,FALSE,,,2019/11/27,月華美人,竜胆尊、赤羽葉子、椎名唯華,,,女性ユニット,FALSE,FALSE,FALSE,FALSE,アルバム：にじさんじMusic MIX UP!!,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
