分類,配信内容,配信日,No.,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
弾き語り,弾き語り配信,2020/06/17,1,いつも何度でも,木村弓,https://youtu.be/mLxchYqT5zc?t=305,TRUE,,
弾き語り,弾き語り配信,2020/06/17,2,タイヨウのうた,Kaoru Amane,https://youtu.be/mLxchYqT5zc?t=660,TRUE,,
弾き語り,弾き語り配信,2020/06/17,3,雪の華,中島美嘉,https://youtu.be/mLxchYqT5zc?t=1019,TRUE,,
弾き語り,弾き語り配信,2020/06/17,4,粉雪,レミオロメン,https://youtu.be/mLxchYqT5zc?t=1535,TRUE,,
弾き語り,弾き語り配信,2020/06/17,5,涙そうそう,夏川りみ,https://youtu.be/mLxchYqT5zc?t=1963,TRUE,,
弾き語り,弾き語り配信,2020/06/17,6,少年時代,井上陽水,https://youtu.be/mLxchYqT5zc?t=2242,TRUE,,
弾き語り,弾き語り配信,2020/06/17,7,大きな古時計,平井堅,https://youtu.be/mLxchYqT5zc?t=2597,TRUE,,
弾き語り,弾き語り配信,2020/06/17,8,ポケットにファンタジー,さち＆じゅり,https://youtu.be/mLxchYqT5zc?t=3070,TRUE,,
弾き語り,弾き語り配信,2020/06/17,9,ひとりぼっちじゃない,coba&宮沢和史,https://youtu.be/mLxchYqT5zc?t=3288,TRUE,,
弾き語り,弾き語り配信,2020/06/17,10,うたかた花火,supercell,https://youtu.be/mLxchYqT5zc?t=3532,TRUE,,
弾き語り,弾き語り配信,2020/06/17,11,シルシ,LiSA,https://youtu.be/mLxchYqT5zc?t=3970,TRUE,,
弾き語り,弾き語り配信,2020/06/29,1,月光花,Janne Da Arc,https://youtu.be/mFcBjVVf8D4?t=1298,TRUE,,
弾き語り,弾き語り配信,2020/06/29,2,楽園都市,オーイシマサヨシ,https://youtu.be/mFcBjVVf8D4?t=1781,TRUE,,
弾き語り,弾き語り配信,2020/06/29,3,Snow halation,μ's,https://youtu.be/mFcBjVVf8D4?t=2131,TRUE,,
弾き語り,弾き語り配信,2020/06/29,4,ロメオ,LIP×LIP,https://youtu.be/mFcBjVVf8D4?t=2669,TRUE,,
弾き語り,弾き語り配信,2020/06/29,5,Cross Over,9nine,https://youtu.be/mFcBjVVf8D4?t=3039,TRUE,,
弾き語り,弾き語り配信,2020/06/29,6,カタオモイ,Aimer,https://youtu.be/mFcBjVVf8D4?t=3468,TRUE,,
弾き語り,弾き語り配信,2020/06/29,7,ファンサ,mona,https://youtu.be/mFcBjVVf8D4?t=3652,TRUE,,
弾き語り,弾き語り配信,2020/06/29,8,桜のあと,UNISON SQUARE GARDEN,https://youtu.be/mFcBjVVf8D4?t=4073,TRUE,,
弾き語り,弾き語り配信,2020/06/29,9,ガーネット,奥華子,https://youtu.be/mFcBjVVf8D4?t=4739,TRUE,,
弾き語り,弾き語り配信,2020/06/29,10,涙のキッス,サザンオールスターズ,https://youtu.be/mFcBjVVf8D4?t=5157,TRUE,,
弾き語り,弾き語り配信,2020/06/30,1,ワールドランプシェード,buzzG,https://youtu.be/MQtHvQNPr64?t=519,TRUE,,
弾き語り,弾き語り配信,2020/06/30,2,花に亡霊,ヨルシカ,https://youtu.be/MQtHvQNPr64?t=1074,TRUE,,
弾き語り,弾き語り配信,2020/06/30,3,だから僕は音楽をやめた,ヨルシカ,https://youtu.be/MQtHvQNPr64?t=1368,TRUE,,
弾き語り,弾き語り配信,2020/06/30,4,二息歩行,DECO*27,https://youtu.be/MQtHvQNPr64?t=1920,TRUE,,
弾き語り,弾き語り配信,2020/06/30,5,ヒバナ,DECO*27,https://youtu.be/MQtHvQNPr64?t=2154,TRUE,,
弾き語り,弾き語り配信,2020/06/30,6,君色に染まる,TOKOTOKO(西沢さんP),https://youtu.be/MQtHvQNPr64?t=2533,TRUE,,
弾き語り,弾き語り配信,2020/06/30,7,"One More Time,One More Chance",山崎まさよし,https://youtu.be/MQtHvQNPr64?t=3586,TRUE,,
弾き語り,弾き語り配信,2020/06/30,8,眠り姫,SEKAI NO OWARI,https://youtu.be/MQtHvQNPr64?t=3986,TRUE,,
弾き語り,弾き語り配信,2020/06/30,9,奏,スキマスイッチ,https://youtu.be/MQtHvQNPr64?t=4394,TRUE,,
弾き語り,弾き語り配信,2020/06/30,10,Just Be Friends,Dixie Flatline,https://youtu.be/MQtHvQNPr64?t=5074,TRUE,,
弾き語り,弾き語り配信,2020/06/30,11,ペダルハート,DECO*27,https://youtu.be/MQtHvQNPr64?t=5956,TRUE,,
弾き語り,弾き語り配信,2020/06/30,12,夢地図,40mP,https://youtu.be/MQtHvQNPr64?t=6743,TRUE,,
弾き語り,弾き語り配信,2020/06/30,13,U&I,放課後ティータイム,https://youtu.be/MQtHvQNPr64?t=7046,TRUE,,
弾き語り,弾き語り配信,2020/06/30,14,やらないか(バラライカ),いさじ,https://youtu.be/MQtHvQNPr64?t=7501,TRUE,,
弾き語り,弾き語り配信,2020/07/02,1,only my railgun,fripSide,https://youtu.be/lPtQqF3onf4?t=472,TRUE,,
弾き語り,弾き語り配信,2020/07/02,2,宿命,Official髭男dism,https://youtu.be/lPtQqF3onf4?t=895,TRUE,,
弾き語り,弾き語り配信,2020/07/02,3,Teenager Forever,King Gnu,https://youtu.be/lPtQqF3onf4?t=1261,TRUE,,
弾き語り,弾き語り配信,2020/07/02,4,COLORS,FIOW,https://youtu.be/lPtQqF3onf4?t=1465,TRUE,,
弾き語り,弾き語り配信,2020/07/02,5,Colors of the Heart,UVERworld,https://youtu.be/lPtQqF3onf4?t=1763,TRUE,,
弾き語り,弾き語り配信,2020/07/02,6,裏切りの夕焼け,THEATER BROOK,https://youtu.be/lPtQqF3onf4?t=2235,TRUE,,
弾き語り,弾き語り配信,2020/07/02,7,（即興メドレー）,,https://youtu.be/lPtQqF3onf4?t=2686,TRUE,,
弾き語り,弾き語り配信,2020/07/02,8,アムリタ,牧野由依,https://youtu.be/lPtQqF3onf4?t=4186,TRUE,,
弾き語り,弾き語り配信,2020/07/02,9,カサブタ,千綿ヒデノリ,https://youtu.be/lPtQqF3onf4?t=4580,TRUE,,
弾き語り,弾き語り配信,2020/07/02,10,The Biggest Dreamer,和田光司,https://youtu.be/lPtQqF3onf4?t=4835,TRUE,,
弾き語り,弾き語り配信,2020/07/02,11,そばかす,JUDY AND MARY,https://youtu.be/lPtQqF3onf4?t=5322,TRUE,,
弾き語り,弾き語り配信,2020/07/02,12,アドバンス・アドベンチャー,GARDEN,https://youtu.be/lPtQqF3onf4?t=5711,TRUE,,
弾き語り,弾き語り配信,2020/07/02,13,Together,あきよしふみえ,https://youtu.be/lPtQqF3onf4?t=6029,TRUE,,
弾き語り,弾き語り配信,2020/07/02,14,ポケットにファンタジー,さち&じゅり,https://youtu.be/lPtQqF3onf4?t=6306,TRUE,,
弾き語り,弾き語り配信,2020/07/02,15,夏夕空,中孝介,https://youtu.be/lPtQqF3onf4?t=7229,TRUE,,
弾き語り,弾き語り配信,2020/07/02,16,ウィーアー！,きただにひろし,https://youtu.be/lPtQqF3onf4?t=7772,TRUE,,
弾き語り,弾き語り配信,2020/07/02,17,真赤な誓い,福山芳樹,https://youtu.be/lPtQqF3onf4?t=8417,TRUE,,
弾き語り,弾き語り配信,2020/07/04,1,キューティーハニー,前川陽子,https://youtu.be/1RsodbFU7Fw?t=357,TRUE,,
弾き語り,弾き語り配信,2020/07/04,2,シリウス,藍井エイル,https://youtu.be/1RsodbFU7Fw?t=562,TRUE,,
弾き語り,弾き語り配信,2020/07/04,3,空色デイズ,中川翔子,https://youtu.be/1RsodbFU7Fw?t=980,TRUE,,
弾き語り,弾き語り配信,2020/07/04,4,あんなに一緒だったのに,See-Saw,https://youtu.be/1RsodbFU7Fw?t=1601,TRUE,,
弾き語り,弾き語り配信,2020/07/04,5,unravel,TK from 凛として時雨,https://youtu.be/1RsodbFU7Fw?t=2313,TRUE,,
弾き語り,弾き語り配信,2020/07/04,6,フリージア,Uru,https://youtu.be/1RsodbFU7Fw?t=2592,TRUE,,
弾き語り,弾き語り配信,2020/07/04,7,創傷イノセンス,内田真礼,https://youtu.be/1RsodbFU7Fw?t=2928,TRUE,,
弾き語り,弾き語り配信,2020/07/04,8,コネクト,ClariS,https://youtu.be/1RsodbFU7Fw?t=3518,TRUE,,
弾き語り,弾き語り配信,2020/07/04,9,oath sign,LiSA,https://youtu.be/1RsodbFU7Fw?t=3893,TRUE,,
弾き語り,弾き語り配信,2020/07/04,10,Catch the Moment,LiSA,https://youtu.be/1RsodbFU7Fw?t=4238,TRUE,,
弾き語り,弾き語り配信,2020/07/04,11,ずっと,佐香智久,https://youtu.be/1RsodbFU7Fw?t=4674,TRUE,,
弾き語り,弾き語り配信,2020/07/04,12,シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://youtu.be/1RsodbFU7Fw?t=5377,TRUE,,
弾き語り,弾き語り配信,2020/07/04,13,Q&Aリサイタル,戸松遥,https://youtu.be/1RsodbFU7Fw?t=5806,TRUE,,
弾き語り,弾き語り配信,2020/07/04,14,境界の彼方,茅原実里,https://youtu.be/1RsodbFU7Fw?t=6140,TRUE,,
弾き語り,弾き語り配信,2020/07/04,15,小さきもの,林明日香,https://youtu.be/1RsodbFU7Fw?t=6504,TRUE,,
弾き語り,弾き語り配信,2020/07/07,1,君の知らない物語,supercell,https://youtu.be/eiJXPpW0cjY?t=428,TRUE,,
弾き語り,弾き語り配信,2020/07/07,2,ホシアイ,レフティモンスターP,https://youtu.be/eiJXPpW0cjY?t=874,TRUE,,
弾き語り,弾き語り配信,2020/07/07,3,ほうき星,ユンナ,https://youtu.be/eiJXPpW0cjY?t=1334,TRUE,,
弾き語り,弾き語り配信,2020/07/07,4,オリオンをなぞる,UNISON SQUARE GAREN,https://youtu.be/eiJXPpW0cjY?t=1620,TRUE,,
弾き語り,弾き語り配信,2020/07/07,5,プラネタリウム,大塚愛,https://youtu.be/eiJXPpW0cjY?t=2042,TRUE,,
弾き語り,弾き語り配信,2020/07/07,6,東京サマーセッション,HoneyWorks,https://youtu.be/eiJXPpW0cjY?t=2528,TRUE,,
弾き語り,弾き語り配信,2020/07/07,7,星屑のインターリュード,fhana,https://youtu.be/eiJXPpW0cjY?t=2948,TRUE,,
弾き語り,弾き語り配信,2020/07/07,8,天体観測,BUMP OF CHICKEN,https://youtu.be/eiJXPpW0cjY?t=3422,TRUE,,
弾き語り,弾き語り配信,2020/07/07,9,オツキミリサイタル,じん,https://youtu.be/eiJXPpW0cjY?t=3801,TRUE,,
弾き語り,弾き語り配信,2020/07/07,10,星が瞬くこんな夜に,supercell,https://youtu.be/eiJXPpW0cjY?t=4232,TRUE,,
弾き語り,弾き語り配信,2020/07/07,11,風になる,つじあやの,https://youtu.be/eiJXPpW0cjY?t=5505,TRUE,,
弾き語り,弾き語り配信,2020/07/07,12,決意の朝に,Aqua Timez,https://youtu.be/eiJXPpW0cjY?t=6206,TRUE,,
弾き語り,弾き語り配信,2020/07/09,1,世界は恋に落ちている,CHiCO with HoneyWorks,https://youtu.be/Udz-pfPN7GE?t=409,TRUE,,
弾き語り,弾き語り配信,2020/07/09,2,帰り道,八九寺真宵,https://youtu.be/Udz-pfPN7GE?t=824,TRUE,,
弾き語り,弾き語り配信,2020/07/09,3,staple stable,戦場ヶ原ひたぎ,https://youtu.be/Udz-pfPN7GE?t=1183,TRUE,,
弾き語り,弾き語り配信,2020/07/09,4,白金ディスコ,阿良々木月火,https://youtu.be/Udz-pfPN7GE?t=1981,TRUE,,
弾き語り,弾き語り配信,2020/07/09,5,深愛,水樹奈々,https://youtu.be/Udz-pfPN7GE?t=2826,TRUE,,
弾き語り,弾き語り配信,2020/07/09,6,PHANTOM MINDS,水樹奈々,https://youtu.be/Udz-pfPN7GE?t=3297,TRUE,,
弾き語り,弾き語り配信,2020/07/09,7,ETERNAL BLAZE,水樹奈々,https://youtu.be/Udz-pfPN7GE?t=3546,TRUE,,
弾き語り,弾き語り配信,2020/07/09,8,innocent starter,水樹奈々,https://youtu.be/Udz-pfPN7GE?t=3740,TRUE,,
弾き語り,弾き語り配信,2020/07/09,9,ピースサイン,米津玄師,https://youtu.be/Udz-pfPN7GE?t=3923,TRUE,,
弾き語り,弾き語り配信,2020/07/09,10,ハートリアライズ,Tia,https://youtu.be/Udz-pfPN7GE?t=4250,TRUE,,
弾き語り,弾き語り配信,2020/07/09,11,No More Time Machine,LiSA,https://youtu.be/Udz-pfPN7GE?t=4615,TRUE,,
弾き語り,弾き語り配信,2020/07/09,12,未来地図,ST☆RISH,https://youtu.be/Udz-pfPN7GE?t=5238,TRUE,,
弾き語り,弾き語り配信,2020/07/09,13,フラワー,KinKi Kids,https://youtu.be/Udz-pfPN7GE?t=5566,TRUE,,
弾き語り,弾き語り配信,2020/07/11,1,丸の内サディスティック,椎名林檎,https://youtu.be/CFLr0zU4exo?t=364,TRUE,,
弾き語り,弾き語り配信,2020/07/11,2,盲目の宇宙飛行士,yukkedoluce(黒髪ストロングP),https://youtu.be/CFLr0zU4exo?t=696,TRUE,,
弾き語り,弾き語り配信,2020/07/11,3,天ノ弱,164,https://youtu.be/CFLr0zU4exo?t=1202,TRUE,,
弾き語り,弾き語り配信,2020/07/11,4,恋愛裁判,40mP,https://youtu.be/CFLr0zU4exo?t=1519,TRUE,,
弾き語り,弾き語り配信,2020/07/11,5,夢灯籠,RADWIMPS,https://youtu.be/CFLr0zU4exo?t=1867,TRUE,,
弾き語り,弾き語り配信,2020/07/11,6,前前前世,RADWIMPS,https://youtu.be/CFLr0zU4exo?t=2026,TRUE,,
弾き語り,弾き語り配信,2020/07/11,7,なんでもないや,RADWIMPS,https://youtu.be/CFLr0zU4exo?t=2384,TRUE,,
弾き語り,弾き語り配信,2020/07/11,8,祝祭,RADWIMPS,https://youtu.be/CFLr0zU4exo?t=2778,TRUE,,
弾き語り,弾き語り配信,2020/07/11,9,グランドエスケープ,RADWIMPS,https://youtu.be/CFLr0zU4exo?t=2971,TRUE,,
弾き語り,弾き語り配信,2020/07/11,10,"One more time,One more chance",山崎まさよし,https://youtu.be/CFLr0zU4exo?t=3673,TRUE,,
弾き語り,弾き語り配信,2020/07/11,11,Hello Goodbye&Hello,熊木杏里,https://youtu.be/CFLr0zU4exo?t=4083,TRUE,,
弾き語り,弾き語り配信,2020/07/11,12,てあらいうがいの歌,名取さな、健屋花那,https://youtu.be/CFLr0zU4exo?t=4941,TRUE,,
弾き語り,弾き語り配信,2020/07/11,13,さなのおうた。,名取さな,https://youtu.be/CFLr0zU4exo?t=5353,TRUE,,
弾き語り,弾き語り配信,2020/07/11,14,愛言葉,DECO*27,https://youtu.be/CFLr0zU4exo?t=5815,TRUE,,
音源協力,音源提供・MIX,2020/07/12,1,milk boy,SILENT SIREN,https://x.com/FumiVirtual/status/1282214628831846401,FALSE,フミ,
音源協力,音源提供・MIX,2020/07/12,2,milk boy,SILENT SIREN,https://x.com/Sara_Hoshikawa/status/1282214690693672960,FALSE,星川サラ,
音源協力,音源提供,2020/07/12,3,milk boy,SILENT SIREN,https://x.com/Karuta_Yamagami/status/1282214635366539266,FALSE,山神カルタ,
"演奏のみ, コラボ",VΔLZ自宅オフコラボ,2020/07/12,4,God knows...,涼宮ハルヒ,https://youtu.be/jveTu2YvXIM?t=4415,FALSE,長尾景,甲斐田晴
"演奏のみ, コラボ",VΔLZ自宅オフコラボ,2020/07/12,5,Pretender,official髭男dism,https://youtu.be/jveTu2YvXIM?t=5068,FALSE,弦月藤士郎、長尾景,甲斐田晴
"コラボ, 演奏のみ",VΔLZ自宅オフコラボ,2020/07/12,6,青いベンチ,サスケ,https://youtu.be/jveTu2YvXIM?t=5635,FALSE,弦月藤士郎、長尾景,甲斐田晴
"弾き語り, コラボ",VΔLZ自宅オフコラボ,2020/07/12,7,Butter-Fly,和田光司,https://youtu.be/jveTu2YvXIM?t=6038,TRUE,弦月藤士郎、長尾景,甲斐田晴
"演奏のみ, コラボ",VΔLZ自宅オフコラボ,2020/07/12,8,火炎,女王蜂,https://youtu.be/jveTu2YvXIM?t=6503,FALSE,弦月藤士郎,甲斐田晴
"弾き語り, コラボ",VΔLZ自宅オフコラボ,2020/07/12,9,青春アミーゴ,修二と彰,https://youtu.be/jveTu2YvXIM?t=7086,TRUE,弦月藤士郎、長尾景,甲斐田晴
"演奏のみ, コラボ",VΔLZ自宅オフコラボ,2020/07/12,10,GO!!!,FLOW,https://youtu.be/jveTu2YvXIM?t=7539,FALSE,弦月藤士郎、長尾景,甲斐田晴
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,11,勇気100%,光GENGI,https://youtu.be/5UJcAmXxKG8?t=41,TRUE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎
"演奏のみ, コラボ",VΔLZオフ歌枠,2020/07/12,12,群青日和,東京事変,https://youtu.be/5UJcAmXxKG8?t=659,FALSE,長尾景,甲斐田晴、弦月藤士郎
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,13,プライド革命,"HoneyWorks feat.sana,CHICO",https://youtu.be/5UJcAmXxKG8?t=1110,TRUE,弦月藤士郎,甲斐田晴、弦月藤士郎、長尾景
"コラボ, 演奏のみ",VΔLZオフ歌枠,2020/07/12,14,カタオモイ,Aimer,https://youtu.be/5UJcAmXxKG8?t=1525,FALSE,弦月藤士郎,甲斐田晴
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,15,secret base〜君がくれたもの〜,ZONE,https://youtu.be/5UJcAmXxKG8?t=1946,TRUE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2020/07/12,16,地球最後の告白を,kemu,https://youtu.be/5UJcAmXxKG8?t=2419,TRUE,,弦月藤士郎
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,17,カサブタ,千綿ヒデノリ,https://youtu.be/5UJcAmXxKG8?t=2875,TRUE,長尾景,甲斐田晴
"コラボ, 演奏のみ",VΔLZオフ歌枠,2020/07/12,18,歌うたいのバラッド,斎藤和義,https://youtu.be/5UJcAmXxKG8?t=3221,FALSE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎
"コラボ, 演奏のみ",VΔLZオフ歌枠,2020/07/12,19,いいんですか,RADWIMPS,https://youtu.be/5UJcAmXxKG8?t=3855,FALSE,長尾景,甲斐田晴、弦月藤士郎
"歌唱のみ, コラボ",VΔLZオフ歌枠,2020/07/12,20,スパークル,RADWIMPS,https://youtu.be/5UJcAmXxKG8?t=4218,TRUE,,弦月藤士郎
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,21,ハレ晴レユカイ,涼宮ハルヒ 長門有希 朝比奈みくる,https://youtu.be/5UJcAmXxKG8?t=5105,TRUE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,22,WINDING ROAD,絢香×コブクロ,https://youtu.be/5UJcAmXxKG8?t=5672,TRUE,弦月藤士郎、長尾景,甲斐田晴
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,23,硝子の少年,KinKi Kids,https://youtu.be/5UJcAmXxKG8?t=6078,TRUE,弦月藤士郎,甲斐田晴、弦月藤士郎、長尾景
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,24,世界に一つだけの花,SMAP,https://youtu.be/5UJcAmXxKG8?t=6441,TRUE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎
"演奏のみ, コラボ",VΔLZオフ歌枠,2020/07/12,25,花の名,BUMP OF CHICKEN,https://youtu.be/5UJcAmXxKG8?t=7023,FALSE,長尾景,甲斐田晴
"弾き語り, コラボ",VΔLZオフ歌枠,2020/07/12,26,君の知らない物語,supercell,https://youtu.be/5UJcAmXxKG8?t=7420,TRUE,弦月藤士郎、長尾景,甲斐田晴、弦月藤士郎
"歌唱のみ, コラボ",VΔLZオフ歌枠,2020/07/12,27,天使にふれたよ！,放課後ティータイム,https://youtu.be/5UJcAmXxKG8?t=7960,TRUE,弦月藤士郎、長尾景,弦月藤士郎
弾き語り,弾き語り配信,2020/07/14,1,葛飾ラプソディー,堂島孝平,https://youtu.be/h3kAee-lr-Y?t=1145,TRUE,,
弾き語り,弾き語り配信,2020/07/14,2,花,ORANGERANGE,https://youtu.be/h3kAee-lr-Y?t=1422,TRUE,,
弾き語り,弾き語り配信,2020/07/14,3,ラヴ・パレード,ORANGERANGE,https://youtu.be/h3kAee-lr-Y?t=2045,TRUE,,
弾き語り,弾き語り配信,2020/07/14,4,お願いセニョリータ,ORANGERANGE,https://youtu.be/h3kAee-lr-Y?t=2205,TRUE,,
弾き語り,弾き語り配信,2020/07/14,5,抱いてセニョリータ,山下智久,https://youtu.be/h3kAee-lr-Y?t=2547,TRUE,,
弾き語り,弾き語り配信,2020/07/14,6,ビロードの闇,KinKi Kids,https://youtu.be/h3kAee-lr-Y?t=3481,TRUE,,
弾き語り,弾き語り配信,2020/07/14,7,Real Face,KAT-TUN,https://youtu.be/h3kAee-lr-Y?t=3860,TRUE,,
弾き語り,弾き語り配信,2020/07/14,8,僕のキモチ,WaT,https://youtu.be/h3kAee-lr-Y?t=4147,TRUE,,
弾き語り,弾き語り配信,2020/07/14,9,5センチ。,WaT,https://youtu.be/h3kAee-lr-Y?t=4285,TRUE,,
弾き語り,弾き語り配信,2020/07/14,10,My Generation,YUI,https://youtu.be/h3kAee-lr-Y?t=4528,TRUE,,
弾き語り,弾き語り配信,2020/07/14,11,newsong,Tacica,https://youtu.be/h3kAee-lr-Y?t=4986,TRUE,,
弾き語り,弾き語り配信,2020/07/14,12,明日への扉,I WiSH,https://youtu.be/h3kAee-lr-Y?t=5236,TRUE,,
弾き語り,50周金壺耐久,2020/07/16,1,やらないか(バラライカ),いさじ,https://youtu.be/QYyVjILHInU?t=20475,TRUE,,
弾き語り,弾き語り配信,2020/07/21,1,I am,hitomi,https://youtu.be/vrx3Q_GPsog?t=191,TRUE,,
弾き語り,弾き語り配信,2020/07/21,2,願い星,Snow*,https://youtu.be/vrx3Q_GPsog?t=921,TRUE,,
弾き語り,弾き語り配信,2020/07/21,3,First kiss,ICHIKO,https://youtu.be/vrx3Q_GPsog?t=1211,TRUE,,
弾き語り,弾き語り配信,2020/07/21,4,夏祭り,Whiteberry,https://youtu.be/vrx3Q_GPsog?t=1415,TRUE,,
弾き語り,弾き語り配信,2020/07/21,5,Crosswalk,鈴木みのり,https://youtu.be/vrx3Q_GPsog?t=1927,TRUE,,
弾き語り,弾き語り配信,2020/07/21,6,恋! ハレイション THE WAR,ワルキューレ,https://youtu.be/vrx3Q_GPsog?t=2415,TRUE,,
弾き語り,弾き語り配信,2020/07/21,7,GIRAFFE BLUES,ワルキューレ,https://youtu.be/vrx3Q_GPsog?t=2676,TRUE,,
弾き語り,弾き語り配信,2020/07/21,8,ダイアモンド クレバス,May'n,https://youtu.be/vrx3Q_GPsog?t=3829,TRUE,,
弾き語り,弾き語り配信,2020/07/21,9,はじまりの日,みなを,https://youtu.be/vrx3Q_GPsog?t=4056,TRUE,,
弾き語り,弾き語り配信,2020/07/21,10,白夜～True Light～,宮本駿一,https://youtu.be/vrx3Q_GPsog?t=4451,TRUE,,
弾き語り,弾き語り配信,2020/07/21,11,瞳をとじて,平井堅,https://youtu.be/vrx3Q_GPsog?t=5371,TRUE,,
弾き語り,弾き語り配信,2020/07/23,1,高嶺の花子さん,backnumber,https://youtu.be/NxuPTvbTJ04?t=2753,TRUE,,
弾き語り,弾き語り配信,2020/07/23,2,瞬き,backnumber,https://youtu.be/NxuPTvbTJ04?t=3120,TRUE,,
弾き語り,弾き語り配信,2020/07/23,3,Precious,伊藤由奈,https://youtu.be/NxuPTvbTJ04?t=3836,TRUE,,
弾き語り,弾き語り配信,2020/07/23,4,別の人の彼女になったよ,wacci,https://youtu.be/NxuPTvbTJ04?t=4398,TRUE,,
